지점,지점명,일시,평균기온(°C),최고기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),최심적설(cm),최심신적설(cm)
90,속초,2020-01,3.4,11.2,148.1,58.6,,
90,속초,2020-02,4.1,16.1,55.8,24.1,,
90,속초,2020-03,7.9,19.3,38,20.7,,
90,속초,2020-04,11.3,24.5,38.4,18.1,,
90,속초,2020-05,17.1,32.4,245.1,140,,
90,속초,2020-06,22.2,33.2,271.9,214.6,,
90,속초,2020-07,21.6,33.3,374.7,115.5,,
90,속초,2020-08,25.7,35.1,411.3,127.9,,
90,속초,2020-09,20.1,28.7,482.8,192.5,,
90,속초,2020-10,14.3,23.7,0,0,,
90,속초,2020-11,10,23.1,19.2,15.3,,
90,속초,2020-12,1.8,11.2,.5,.5,,
90,속초,2021-01,-1.2,9.7,0,0,,
90,속초,2021-02,3.1,17.8,5,4.8,,
90,속초,2021-03,8,18.9,104.2,73.4,,
90,속초,2021-04,12.3,23.8,97.2,40.5,,
90,속초,2021-05,16.7,29.8,154.9,67,,
90,속초,2021-06,20.3,30,43.8,10.2,,
90,속초,2021-07,25.5,33.2,104.1,50.3,,
90,속초,2021-08,24.4,33.8,247.1,83.5,,
90,속초,2021-09,20.9,28.8,141.6,43.1,,
90,속초,2021-10,15.5,27.5,216.9,56.9,,
90,속초,2021-11,9.9,20.1,16.2,10.9,,
90,속초,2021-12,2.8,13.9,68.7,42.1,,
93,북춘천,2020-01,-.7,10.9,55.9,37.5,.4,.4
93,북춘천,2020-02,.7,15.5,35.3,19.4,1.8,1.8
93,북춘천,2020-03,6.1,21,13.7,7,,
93,북춘천,2020-04,9.7,24.6,17,10.2,,
93,북춘천,2020-05,17.4,29.8,122.2,40.5,,
93,북춘천,2020-06,23.5,35.8,79.1,45.1,,
93,북춘천,2020-07,23.3,32.7,183.6,60.9,,
93,북춘천,2020-08,25.6,35.4,821.2,188.5,,
93,북춘천,2020-09,19,30,153.1,43.1,,
93,북춘천,2020-10,10.9,23.7,.3,.2,,
93,북춘천,2020-11,5.3,19.4,75.2,62.8,,
93,북춘천,2020-12,-3.6,9.9,4.8,4.5,6.2,6.2
93,북춘천,2021-01,-5.7,11.5,14.3,3.3,4.9,3.9
93,북춘천,2021-02,.4,19.7,5.6,2.6,8.9,4.5
93,북춘천,2021-03,7.1,22.8,100.1,66.2,9.8,9.5
93,북춘천,2021-04,12.4,29.2,110.2,56.6,,
93,북춘천,2021-05,15.6,30.6,159.3,67.4,,
93,북춘천,2021-06,21.6,32.3,128.1,26.2,,
93,북춘천,2021-07,26.7,36.6,202,58.7,,
93,북춘천,2021-08,24.3,34.4,122.5,31.2,,
93,북춘천,2021-09,20.7,29.7,103.7,37.5,,
93,북춘천,2021-10,13.1,28.2,64.4,29.7,,
93,북춘천,2021-11,5.3,21,49.8,27.1,,
93,북춘천,2021-12,-2.2,11.4,5.2,1.9,6.4,3.5
95,철원,2020-01,-1.2,11,79.7,52.3,,
95,철원,2020-02,0,15.8,46.8,14.1,,
95,철원,2020-03,5.5,19.9,16.9,9.3,,
95,철원,2020-04,9.1,22.8,20.9,12,,
95,철원,2020-05,16.9,28.8,161.7,57.3,,
95,철원,2020-06,22.5,33.6,92.2,46.3,,
95,철원,2020-07,22.8,31.7,184.5,48.5,,
95,철원,2020-08,25.1,34.9,903,155.5,,
95,철원,2020-09,18.8,30.1,166,37.4,,
95,철원,2020-10,10.9,23.1,4.1,1.6,,
95,철원,2020-11,5,19.8,72.3,51,,
95,철원,2020-12,-3.9,9.9,1.2,1.2,,
95,철원,2021-01,-5.9,13.1,7.6,3.1,,
95,철원,2021-02,.1,17.3,4.8,2.5,,
95,철원,2021-03,6.2,21.7,103.7,63.2,,
95,철원,2021-04,12,28,99.3,43.9,,
95,철원,2021-05,15.5,29.7,199.1,79.4,,
95,철원,2021-06,21.2,31.1,67.6,18,,
95,철원,2021-07,26.1,35.7,117.2,52.5,,
95,철원,2021-08,23.6,32.1,219.6,53.4,,
95,철원,2021-09,20.3,29.6,105.9,44.5,,
95,철원,2021-10,12.7,27.6,128.3,70.7,,
95,철원,2021-11,5.3,20.1,57.3,25,,
95,철원,2021-12,-2.1,11.1,4.9,1.6,,
98,동두천,2020-01,0,12.4,71.4,49.1,,
98,동두천,2020-02,1.2,17.5,54.8,22.9,,
98,동두천,2020-03,6.7,22.3,19.7,14,,
98,동두천,2020-04,10.2,24.6,19.5,13.7,,
98,동두천,2020-05,17.1,29.5,134.3,38.8,,
98,동두천,2020-06,22.8,35.5,128.6,57.1,,
98,동두천,2020-07,23,32.2,248,95.2,,
98,동두천,2020-08,25.3,35,757.8,129.1,,
98,동두천,2020-09,19.5,30.1,130.4,45,,
98,동두천,2020-10,12,24.8,2.9,1.5,,
98,동두천,2020-11,6.3,19.7,73.9,52.5,,
98,동두천,2020-12,-2.2,10.9,.6,.3,,
98,동두천,2021-01,-4.2,15,15.4,4.7,,
98,동두천,2021-02,1.3,19.2,8.5,5.8,,
98,동두천,2021-03,7.7,23.9,107.8,70.7,,
98,동두천,2021-04,13,29.1,99.3,49,,
98,동두천,2021-05,15.8,29.9,228.8,79.4,,
98,동두천,2021-06,21.3,30.8,103.3,23.7,,
98,동두천,2021-07,26.4,35.7,100.2,34.8,,
98,동두천,2021-08,24.3,32.6,140.6,52.7,,
98,동두천,2021-09,20.8,29.6,100.6,50.1,,
98,동두천,2021-10,13.7,28.2,71.2,36.8,,
98,동두천,2021-11,6.4,22.2,51.6,22.6,,
98,동두천,2021-12,-1.1,12.8,8.3,3.3,,
99,파주,2020-01,-.6,10.9,82.3,63.7,,
99,파주,2020-02,.6,16.4,54.3,24.3,,
99,파주,2020-03,5.7,21.6,12.1,11.2,,
99,파주,2020-04,9.3,23,17.5,10.7,,
99,파주,2020-05,16.4,28.5,131.8,39,,
99,파주,2020-06,22,34.4,131.4,71.2,,
99,파주,2020-07,22.7,30.7,231.2,94.7,,
99,파주,2020-08,25.2,34.2,682.6,143,,
99,파주,2020-09,19.3,30.5,195.7,59.2,,
99,파주,2020-10,11.2,24.2,3.5,3.5,,
99,파주,2020-11,5.4,19.8,64.2,40,,
99,파주,2020-12,-3.3,10.6,5.7,4.8,,
99,파주,2021-01,-5.1,13.4,12.9,4.9,,
99,파주,2021-02,.5,16.8,10,7.5,,
99,파주,2021-03,6.7,22,112.4,64.8,,
99,파주,2021-04,12.2,26.7,106.4,48.5,,
99,파주,2021-05,15.5,29.4,243,100,,
99,파주,2021-06,21.1,30.2,50.4,14.3,,
99,파주,2021-07,26.1,35.1,93.6,46.2,,
99,파주,2021-08,24.1,33,183.3,72.5,,
99,파주,2021-09,20.6,29.5,93.5,47.2,,
99,파주,2021-10,13,27.3,79.4,42.5,,
99,파주,2021-11,5.5,21.8,47.2,23.1,,
99,파주,2021-12,-1.9,12.3,5.8,1.8,,
100,대관령,2020-01,-3.2,9.3,86.3,44.6,,
100,대관령,2020-02,-2.7,10.3,45.5,30.5,,
100,대관령,2020-03,2.1,20.5,39.1,16.6,,
100,대관령,2020-04,4.8,20.1,64.2,26.4,,
100,대관령,2020-05,12.8,25.2,104.6,28.8,,
100,대관령,2020-06,18.7,31.6,157.5,130.7,,
100,대관령,2020-07,17.9,28.7,382.3,136.8,,
100,대관령,2020-08,22.2,30.8,296.7,79.2,,
100,대관령,2020-09,14.7,26.3,551,137.3,,
100,대관령,2020-10,7.9,19.7,1.8,1.2,,
100,대관령,2020-11,3.4,18.3,22.6,21.1,,
100,대관령,2020-12,-5.4,8,4.2,3.2,,
100,대관령,2021-01,-7.3,7.6,7.8,2.6,,
100,대관령,2021-02,-2,15.6,2.2,1.4,,
100,대관령,2021-03,3,16.1,86.2,52.8,,
100,대관령,2021-04,7.5,20.9,98.4,41.6,,
100,대관령,2021-05,11.8,25.2,154,59.9,,
100,대관령,2021-06,16.8,27.8,78.6,34.5,,
100,대관령,2021-07,21.4,30.1,124.8,46.3,,
100,대관령,2021-08,19.6,30.6,217.2,34.9,,
100,대관령,2021-09,15.7,25.5,153.9,69,,
100,대관령,2021-10,9.7,26.1,65.2,18.1,,
100,대관령,2021-11,2.7,15.1,32.6,14.3,,
100,대관령,2021-12,-3.9,9,6.4,6.2,,
101,춘천,2020-01,-.1,11.2,80,58.2,,
101,춘천,2020-02,1.4,14.5,54.2,24.8,,
101,춘천,2020-03,7,21.5,13.8,10.3,,
101,춘천,2020-04,10.5,24.3,14.4,9.3,,
101,춘천,2020-05,18.1,30.1,118.3,36.4,,
101,춘천,2020-06,24.2,36.4,75.8,46.3,,
101,춘천,2020-07,23.8,33,174.3,63,,
101,춘천,2020-08,26.1,34.6,773.7,178.7,,
101,춘천,2020-09,19.7,30.8,157.2,44.5,,
101,춘천,2020-10,11.9,24.3,.1,.1,,
101,춘천,2020-11,6.1,19.5,84.2,72,,
101,춘천,2020-12,-2.7,10.5,4.9,4.5,,
101,춘천,2021-01,-4.7,12.6,17.7,4.5,,
101,춘천,2021-02,1.2,19.9,6.6,2.6,,
101,춘천,2021-03,7.8,23.5,104.1,69.7,,
101,춘천,2021-04,13.1,29.2,121.7,63.1,,
101,춘천,2021-05,16.4,31.2,172.3,69.1,,
101,춘천,2021-06,22.3,33,99.7,31.6,,
101,춘천,2021-07,27.3,36.6,169.5,41.4,,
101,춘천,2021-08,24.9,34.3,129.6,34.8,,
101,춘천,2021-09,21.3,30.1,106,38.3,,
101,춘천,2021-10,14,28.5,60.6,24.6,,
101,춘천,2021-11,6.3,20.6,53,30.2,,
101,춘천,2021-12,-1.2,11.5,5.1,1.4,,
102,백령도,2020-01,2.8,8.6,40.9,35.1,,
102,백령도,2020-02,2.7,11.1,28.4,14.9,4.3,4.1
102,백령도,2020-03,6.1,15.4,6.9,6.8,,
102,백령도,2020-04,9.4,17.2,20.5,10.7,,
102,백령도,2020-05,13.7,22.5,223.2,85,,
102,백령도,2020-06,18.9,28,119.4,79.1,,
102,백령도,2020-07,21,27.3,214.3,78.2,,
102,백령도,2020-08,23.8,30.5,302.9,74.3,,
102,백령도,2020-09,20.4,25.6,232.9,104.8,,
102,백령도,2020-10,15.1,21.2,22.5,11.8,,
102,백령도,2020-11,9.4,18.8,37.4,18,,
102,백령도,2020-12,2.4,10.5,9.1,3.6,6.3,5.1
102,백령도,2021-01,-1,9.4,64.5,13.7,50.6,18.1
102,백령도,2021-02,2.1,12.9,4.6,1.8,1.5,1.5
102,백령도,2021-03,6.1,17.1,68,37.7,,
102,백령도,2021-04,10.9,20.2,67.1,41.5,,
102,백령도,2021-05,14.5,23.1,67.3,14.4,,
102,백령도,2021-06,18.7,27.1,178.5,131.6,,
102,백령도,2021-07,24,31.7,39.7,32.3,,
102,백령도,2021-08,23.6,28.8,346.4,81.1,,
102,백령도,2021-09,21.4,26.7,164.4,42.1,,
102,백령도,2021-10,16.1,24.2,60.7,32.9,,
102,백령도,2021-11,10.2,19.5,46.2,18.7,,
102,백령도,2021-12,3.5,11.5,12.4,3.6,3.5,3.5
104,북강릉,2020-01,3.5,10.6,102.7,48.9,.5,.5
104,북강릉,2020-02,4.1,16.6,70.7,41.7,4.2,4.2
104,북강릉,2020-03,8,19.4,48.8,19.5,7,3.7
104,북강릉,2020-04,10.8,25.8,68.5,23,,
104,북강릉,2020-05,17,32.2,111.5,38.9,,
104,북강릉,2020-06,22.2,33.2,244.4,217,,
104,북강릉,2020-07,21,31.7,435.7,128.2,,
104,북강릉,2020-08,25.4,35.2,171.1,29.6,,
104,북강릉,2020-09,19.4,29,541.7,206.5,,
104,북강릉,2020-10,13.7,25.4,.2,.1,,
104,북강릉,2020-11,9.9,24.7,5.8,5.8,,
104,북강릉,2020-12,1.7,11.8,.6,.6,.4,.4
104,북강릉,2021-01,-.6,13.7,13,10.3,,
104,북강릉,2021-02,3.8,18.5,5.6,5.5,,
104,북강릉,2021-03,8.3,18.9,115.7,75.6,37.4,32.4
104,북강릉,2021-04,12.4,24.2,115,50.9,,
104,북강릉,2021-05,16.4,28.8,157.6,73.2,,
104,북강릉,2021-06,20.1,29.7,30.4,15.4,,
104,북강릉,2021-07,24.5,32,146,64.7,,
104,북강릉,2021-08,23.5,34.1,479.1,145.8,,
104,북강릉,2021-09,20,27.5,128.7,86.7,,
104,북강릉,2021-10,15.2,31.7,143.1,60.7,,
104,북강릉,2021-11,10,20.1,16.6,8.5,,
104,북강릉,2021-12,3.3,14.4,41.6,18,35.3,23.5
105,강릉,2020-01,4.4,12.5,107.5,50,,
105,강릉,2020-02,5,16.7,77.5,43.5,,
105,강릉,2020-03,8.7,21.7,47.1,17.3,,
105,강릉,2020-04,11.8,26.8,65.6,23.3,,
105,강릉,2020-05,18.3,32.5,95.5,26.7,,
105,강릉,2020-06,24.1,34.5,270.4,250,,
105,강릉,2020-07,22.4,33.4,375.9,121.8,,
105,강릉,2020-08,27,36.5,150.4,37.9,,
105,강릉,2020-09,20.6,29.7,613.8,236.2,,
105,강릉,2020-10,15.1,26.6,.6,.5,,
105,강릉,2020-11,11,25.5,7.7,7.7,,
105,강릉,2020-12,3,14.3,.9,.9,,
105,강릉,2021-01,.6,15.4,11.4,8.8,,
105,강릉,2021-02,4.9,20.7,5.1,5.1,,
105,강릉,2021-03,9.7,21.1,122,79.7,,
105,강릉,2021-04,13.8,25.1,108.1,43.3,,
105,강릉,2021-05,17.9,30.9,157.5,63.5,,
105,강릉,2021-06,22,30.3,32.5,14.2,,
105,강릉,2021-07,26.7,35.6,142.2,57.7,,
105,강릉,2021-08,25.5,36.5,438.1,135.9,,
105,강릉,2021-09,21.7,29.6,111.6,76.9,,
105,강릉,2021-10,16.5,32.3,130.9,48.8,,
105,강릉,2021-11,11.1,22.2,13.1,5.2,,
105,강릉,2021-12,4.4,17.1,43.9,17.6,,
106,동해,2020-01,4.2,11.4,97.9,42.4,,
106,동해,2020-02,4.6,15.4,73.7,33,,
106,동해,2020-03,7.9,19.4,48.3,19.4,,
106,동해,2020-04,10.9,25.3,50.9,17,,
106,동해,2020-05,16.3,30.9,90.3,30.1,,
106,동해,2020-06,20.8,31.5,120.4,100.5,,
106,동해,2020-07,20.2,30.1,346.1,99.9,,
106,동해,2020-08,24.4,32.9,171.9,50.3,,
106,동해,2020-09,19.3,28.2,304,83.8,,
106,동해,2020-10,13.8,23.5,5.1,5.1,,
106,동해,2020-11,10.1,23.2,11.5,11.5,,
106,동해,2020-12,2.7,12.8,2.3,1.6,,
106,동해,2021-01,.6,15.2,2.7,1.5,,
106,동해,2021-02,4.6,21.7,.9,.9,,
106,동해,2021-03,8.6,19.2,99.8,67.3,,
106,동해,2021-04,11.9,24,80.3,34.8,,
106,동해,2021-05,15.8,27,116.9,49.6,,
106,동해,2021-06,19.8,28.4,40.6,14.6,,
106,동해,2021-07,24.6,32.2,110.8,51,,
106,동해,2021-08,23.8,31.9,423.3,85.5,,
106,동해,2021-09,20.8,28.3,176.8,103.5,,
106,동해,2021-10,15.8,29.5,150.5,43.4,,
106,동해,2021-11,10.9,20.5,7.6,3.1,,
106,동해,2021-12,4.8,15.3,34.4,21.3,,
108,서울,2020-01,1.6,11.9,60.5,46.3,.3,.3
108,서울,2020-02,2.5,15.6,53.1,16.6,5.5,3.9
108,서울,2020-03,7.7,20.6,16.3,11.8,,
108,서울,2020-04,11.1,23.8,16.9,10.3,,
108,서울,2020-05,18,30,112.4,29.8,,
108,서울,2020-06,23.9,35.4,139.6,64.7,,
108,서울,2020-07,24.1,32.9,270.4,103.1,,
108,서울,2020-08,26.5,34.5,675.7,102.6,,
108,서울,2020-09,21.4,29.5,181.5,61,,
108,서울,2020-10,14.3,23.6,0,0,,
108,서울,2020-11,8,20,120.1,86.9,,
108,서울,2020-12,-.3,11.4,4.6,2.9,3.2,3.2
108,서울,2021-01,-2.4,13.9,18.9,9.2,5.1,5
108,서울,2021-02,2.7,17.4,7.1,3.4,4.3,4.2
108,서울,2021-03,9,22.9,110.9,67.5,2.3,2.3
108,서울,2021-04,14.2,28.2,124.1,56.2,,
108,서울,2021-05,17.1,30.8,183.1,66.9,,
108,서울,2021-06,22.8,31.6,104.6,38.2,,
108,서울,2021-07,28.1,36.5,168.3,67.4,,
108,서울,2021-08,25.9,33.7,211.2,77.4,,
108,서울,2021-09,22.6,30.3,131,68.1,,
108,서울,2021-10,15.6,28.8,57,14.2,,
108,서울,2021-11,8.2,21.3,62.4,27.2,,
108,서울,2021-12,.6,13.3,7.9,2.8,4.6,4.4
112,인천,2020-01,1.8,10.4,48.6,42.2,,
112,인천,2020-02,2.5,14.5,49.7,17.5,3.5,3.5
112,인천,2020-03,7.1,19.9,10.7,6.1,,
112,인천,2020-04,10.4,20.5,13.8,11.2,,
112,인천,2020-05,16.7,26.8,101.2,35.7,,
112,인천,2020-06,21.8,31.7,100.2,32.5,,
112,인천,2020-07,23.2,30.4,243.5,101.8,,
112,인천,2020-08,25.9,33.9,486.4,106.6,,
112,인천,2020-09,21.3,29.9,167.7,62.7,,
112,인천,2020-10,14.8,22.4,1.9,1.2,,
112,인천,2020-11,8.3,19.4,81.6,47.7,,
112,인천,2020-12,.2,10.2,6.6,3.7,1.2,1.2
112,인천,2021-01,-2,12.6,20.8,14.4,4,4
112,인천,2021-02,2.1,15.5,6.6,3.3,4.6,4.5
112,인천,2021-03,7.7,19,93.4,58.7,.4,.4
112,인천,2021-04,13.2,24.8,116.9,54.7,,
112,인천,2021-05,16.2,28,191.5,61.4,,
112,인천,2021-06,21.6,29.8,45.4,16.1,,
112,인천,2021-07,27.2,34.5,84.2,52.7,,
112,인천,2021-08,25.5,32.5,269,82.7,,
112,인천,2021-09,22.7,29.4,125.8,74.6,,
112,인천,2021-10,16,26.9,31.6,7.8,,
112,인천,2021-11,8.8,21.1,79,31.4,,
112,인천,2021-12,1.3,10.9,7.6,4.6,5.2,5.2
114,원주,2020-01,1.2,11.7,58.7,47.5,,
114,원주,2020-02,2.5,16.5,65.5,21.9,,
114,원주,2020-03,7.8,23.1,21.2,11.1,,
114,원주,2020-04,11,24,15.7,9.1,,
114,원주,2020-05,18.2,29.1,80,33.8,,
114,원주,2020-06,24.1,34.5,49.6,17.8,,
114,원주,2020-07,23.7,33,204.7,50.4,,
114,원주,2020-08,26.1,34.4,634,93.2,,
114,원주,2020-09,19.9,30,148.9,40,,
114,원주,2020-10,12.7,24,11.3,10.7,,
114,원주,2020-11,7.3,22.2,23.6,17.9,,
114,원주,2020-12,-1.4,11,3.8,2.5,,
114,원주,2021-01,-2.9,13.8,8.4,3.8,,
114,원주,2021-02,2.5,20.4,4.2,1.9,,
114,원주,2021-03,8.8,22.9,73.2,55.5,,
114,원주,2021-04,13.8,28.7,88.9,53.5,,
114,원주,2021-05,16.5,29.3,142.7,45.1,,
114,원주,2021-06,22.3,31.8,133,67.4,,
114,원주,2021-07,26.7,35.6,199.8,80.4,,
114,원주,2021-08,24.6,34.5,172.9,74.2,,
114,원주,2021-09,21.1,28.9,183.5,68.7,,
114,원주,2021-10,14.4,28.6,45.6,17,,
114,원주,2021-11,7.3,20.8,55.9,25.4,,
114,원주,2021-12,.3,12,4.9,3.7,,
115,울릉도,2020-01,4.5,13.7,112.9,26.3,10,10
115,울릉도,2020-02,4.4,13.2,215.7,78.4,113.5,79
115,울릉도,2020-03,7.4,18.5,65.5,23.5,4.4,3
115,울릉도,2020-04,10.4,20.9,44.5,13.5,,
115,울릉도,2020-05,16.4,26.6,124.6,53.3,,
115,울릉도,2020-06,21.5,28.7,100.9,61.7,,
115,울릉도,2020-07,20.8,29.2,308.2,83,,
115,울릉도,2020-08,25.7,32,68.4,30.5,,
115,울릉도,2020-09,20,27.2,110.8,47.3,,
115,울릉도,2020-10,15.3,24.2,82.5,44.8,,
115,울릉도,2020-11,10.8,20.7,118.8,35.2,,
115,울릉도,2020-12,4,13.1,109.2,35.1,48.6,30.4
115,울릉도,2021-01,1.3,12.3,105.9,36,70.8,26.8
115,울릉도,2021-02,4.6,16.6,74.6,26.6,25.2,23.4
115,울릉도,2021-03,8.1,17.1,59.3,28.9,6.4,6.2
115,울릉도,2021-04,11.6,25.3,143.9,33.7,,
115,울릉도,2021-05,15.7,22.7,92.2,20.6,,
115,울릉도,2021-06,19.7,26.7,82.3,61.9,,
115,울릉도,2021-07,24.8,31.6,89,44,,
115,울릉도,2021-08,24.2,32.2,312.2,92.7,,
115,울릉도,2021-09,20.6,27.5,179.2,80.6,,
115,울릉도,2021-10,15.8,26.6,191.8,43.1,,
115,울릉도,2021-11,11.1,20.1,38.3,9.8,,
115,울릉도,2021-12,4.9,16.3,164.3,29,57,29
119,수원,2020-01,1.6,12.2,61,50.8,,
119,수원,2020-02,2.4,15.3,59.2,22.6,6,2.5
119,수원,2020-03,7.1,20.9,19.5,7.6,,
119,수원,2020-04,10.5,23.8,15.8,11.5,,
119,수원,2020-05,17.6,29.7,97.9,36.7,,
119,수원,2020-06,23,34,91.1,29.5,,
119,수원,2020-07,23.8,33,384.7,92.9,,
119,수원,2020-08,26.7,34.9,659.3,134.2,,
119,수원,2020-09,21.1,29.7,163.4,59.9,,
119,수원,2020-10,13.8,24.3,22.2,21.9,,
119,수원,2020-11,7.7,20.7,56.8,43.3,,
119,수원,2020-12,-.4,11.4,4.6,2.4,2.4,2.4
119,수원,2021-01,-2.4,14.2,24.1,9.1,9.4,9.4
119,수원,2021-02,2.2,18.5,9.7,3.8,7.4,6.6
119,수원,2021-03,8.1,22.9,102.8,70.7,.3,.3
119,수원,2021-04,13.5,28.6,106.4,46.7,,
119,수원,2021-05,16.5,30.4,179.2,32.6,,
119,수원,2021-06,22.5,32.3,50.1,17.2,,
119,수원,2021-07,27.7,36.3,134.4,33.3,,
119,수원,2021-08,25.7,34.4,161.1,42.1,,
119,수원,2021-09,22.6,29.9,164.1,70.9,,
119,수원,2021-10,15.6,28.7,36,11.3,,
119,수원,2021-11,7.9,21.8,104.2,38.4,,
119,수원,2021-12,.7,13.6,12.3,3.4,3.4,2.5
121,영월,2020-01,.8,12.7,63.1,48.8,,
121,영월,2020-02,2.1,17.9,47.1,17.3,,
121,영월,2020-03,7.4,23.1,21.3,12.3,,
121,영월,2020-04,10.3,24.5,18.1,13,,
121,영월,2020-05,17.2,30.6,88,26.2,,
121,영월,2020-06,22.9,36.8,53.1,17.8,,
121,영월,2020-07,22.5,35,248.4,74.7,,
121,영월,2020-08,25,34.3,606.5,204.7,,
121,영월,2020-09,18.7,29,139.6,35.4,,
121,영월,2020-10,11.8,24.9,10.5,10.3,,
121,영월,2020-11,6.8,22.2,38.4,31.7,,
121,영월,2020-12,-2.2,11.6,10,8.6,,
121,영월,2021-01,-3,13.5,13.1,4.4,,
121,영월,2021-02,2.2,20.9,9.4,6.2,,
121,영월,2021-03,8.2,23.5,93.8,62.2,,
121,영월,2021-04,12.7,30,95.8,50.5,,
121,영월,2021-05,15.4,31.3,154.3,63.9,,
121,영월,2021-06,21,32.3,141,72.9,,
121,영월,2021-07,25.4,36.6,180.2,30.8,,
121,영월,2021-08,23.3,34.8,192.6,31.3,,
121,영월,2021-09,19.9,28.7,136.9,53.2,,
121,영월,2021-10,13.5,28.4,44.8,12.5,,
121,영월,2021-11,6.6,22.7,40.8,20.1,,
121,영월,2021-12,.1,12.7,3.7,1.5,,
127,충주,2020-01,.6,13.8,60.2,48,,
127,충주,2020-02,1.8,15.6,61.9,29.4,,
127,충주,2020-03,7,22.1,20.7,12.7,,
127,충주,2020-04,10.2,25.6,25.9,13.4,,
127,충주,2020-05,17.8,29.6,109.7,53.7,,
127,충주,2020-06,23.4,34.4,112.1,31,,
127,충주,2020-07,23.1,32.4,352.2,82.3,,
127,충주,2020-08,26.1,34.5,505.6,84.2,,
127,충주,2020-09,19.6,30.2,146.4,46,,
127,충주,2020-10,11.8,24.6,10.7,10.4,,
127,충주,2020-11,6.5,23.4,30,19.9,,
127,충주,2020-12,-2.7,11.3,11.1,8.1,,
127,충주,2021-01,-3.6,13.3,13.6,4.9,,
127,충주,2021-02,1.7,22.3,12.3,7.5,,
127,충주,2021-03,8.1,23.2,80.5,48,,
127,충주,2021-04,13.1,29.4,63.4,36.4,,
127,충주,2021-05,16.2,30,178.4,54.9,,
127,충주,2021-06,22.1,31.6,130.4,42.3,,
127,충주,2021-07,26.4,34.7,310.7,85.4,,
127,충주,2021-08,24.4,34.9,239.9,45.9,,
127,충주,2021-09,21,29.1,240.3,111.5,,
127,충주,2021-10,13.8,30.1,45.5,13.6,,
127,충주,2021-11,6.4,20.5,44.9,20.5,,
127,충주,2021-12,-.5,11.6,5.6,2.1,,
129,서산,2020-01,1.8,13.1,46,42.2,,
129,서산,2020-02,2.5,16.4,72.3,40.8,,
129,서산,2020-03,6.5,20.1,23,11.2,,
129,서산,2020-04,9.8,22.7,20.7,17.2,,
129,서산,2020-05,16.9,28.7,101.3,22.3,,
129,서산,2020-06,22.1,33.7,144,66.7,,
129,서산,2020-07,23,32.1,329.4,112.8,,
129,서산,2020-08,26.2,34.9,400,102.9,,
129,서산,2020-09,20.5,30.5,257.7,118.6,,
129,서산,2020-10,13.3,24.1,12.6,12.2,,
129,서산,2020-11,8,21.2,72,50.8,,
129,서산,2020-12,.5,12.9,9.7,7,,
129,서산,2021-01,-1.8,13.6,25.3,13.2,,
129,서산,2021-02,2.5,16.7,9.6,4.4,,
129,서산,2021-03,7.5,23.4,112.8,72.5,,
129,서산,2021-04,12.8,28.1,110.6,42.5,,
129,서산,2021-05,16.2,30,132.3,25.8,,
129,서산,2021-06,21.9,32.2,70.9,22.3,,
129,서산,2021-07,26.7,35.8,121.6,67.1,,
129,서산,2021-08,25.2,34.5,217.8,59.8,,
129,서산,2021-09,21.9,29.9,206,93.4,,
129,서산,2021-10,15.2,28.2,55.9,19.9,,
129,서산,2021-11,8.2,22.1,126.2,36,,
129,서산,2021-12,1.6,13.5,18.3,4.7,,
130,울진,2020-01,4.4,12.8,103,35.7,,
130,울진,2020-02,4.9,18.1,64.8,27.2,,
130,울진,2020-03,8.3,24.4,35.8,17.2,,
130,울진,2020-04,11.4,29,54.3,20,,
130,울진,2020-05,17.2,32.8,58.9,25,,
130,울진,2020-06,21.1,33.7,126.9,73.5,,
130,울진,2020-07,20.8,31.7,482.7,178.4,,
130,울진,2020-08,25.5,35,148.9,50.8,,
130,울진,2020-09,20,30.3,236.3,75.2,,
130,울진,2020-10,14.3,26.8,1.9,.8,,
130,울진,2020-11,10.1,22.7,21.3,20.5,,
130,울진,2020-12,2.4,14.6,1.4,1.4,,
130,울진,2021-01,.6,15.7,7.2,3,,
130,울진,2021-02,4.8,24,3.1,2.2,,
130,울진,2021-03,8.9,20.4,106.6,51.6,,
130,울진,2021-04,12.1,25.9,76.2,30.2,,
130,울진,2021-05,16,28.5,137.2,64.1,,
130,울진,2021-06,19.9,29,49.5,17,,
130,울진,2021-07,24.7,32.5,120.2,44.4,,
130,울진,2021-08,24,31.9,291.3,53.9,,
130,울진,2021-09,21,28.8,142.7,88,,
130,울진,2021-10,15.7,28.6,201.2,101.6,,
130,울진,2021-11,10,21.2,18.1,10,,
130,울진,2021-12,3.8,15.7,5.6,2.9,,
131,청주,2020-01,2.6,13.3,62,51.7,0,0
131,청주,2020-02,3.5,16.4,62.7,37.5,5.5,5.4
131,청주,2020-03,8.5,22.5,22.9,14.4,,
131,청주,2020-04,11.8,26.6,15.7,11.5,,
131,청주,2020-05,19.2,29.8,65.3,23.7,,
131,청주,2020-06,24.5,34.4,145.9,59.8,,
131,청주,2020-07,24.3,32.8,386.6,79.3,,
131,청주,2020-08,27.7,36,385.8,61.1,,
131,청주,2020-09,21.5,31.7,160.6,56,,
131,청주,2020-10,14.5,25.2,5.8,5.8,,
131,청주,2020-11,8.8,21.2,41,23.7,,
131,청주,2020-12,.4,12.1,4.3,1.6,5.8,5.3
