지점,지점명,일시,평균기온(°C),최고기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),최심적설(cm),최심신적설(cm)
184,제주,2020-08,29.4,36.3,140.4,114.3,,
184,제주,2020-09,22.9,30.7,400.5,183.6,,
184,제주,2020-10,18.4,25.5,53.7,46.4,,
184,제주,2020-11,14.1,26.7,28.2,12.2,,
184,제주,2020-12,7.7,15,29.5,14.4,2.1,2
184,제주,2021-01,6.8,18.2,116.6,57.8,9.2,6.5
184,제주,2021-02,9.4,23.7,52.8,22.4,1.8,1.6
184,제주,2021-03,12.5,21.9,81.1,26.9,,
184,제주,2021-04,15.4,25.9,58.8,16.9,,
184,제주,2021-05,19,30.9,100.7,24.4,,
184,제주,2021-06,23.4,31.5,122.4,86.8,,
184,제주,2021-07,27.8,34.2,247.1,155.3,,
184,제주,2021-08,27.3,33.8,227.8,57.7,,
184,제주,2021-09,24.9,33.3,493.1,155,,
184,제주,2021-10,20.1,31.8,32.1,16.4,,
184,제주,2021-11,14,23.2,63.8,34.5,,
184,제주,2021-12,8.9,17.4,31.4,21.5,4.4,4.4
185,고산,2020-01,8.5,18.3,76.1,37,,
185,고산,2020-02,8.9,20.1,41.6,14.9,,
185,고산,2020-03,10.7,19.4,61.2,26.8,,
185,고산,2020-04,12.3,20.9,32.5,12.7,,
185,고산,2020-05,17.4,25.6,90.3,41.8,,
185,고산,2020-06,21.5,29,290.5,100,,
185,고산,2020-07,23.1,29.5,247.8,92.4,,
185,고산,2020-08,27.7,32.9,181.2,67.4,,
185,고산,2020-09,22.5,32.5,132.8,37.2,,
185,고산,2020-10,18,25.8,34.7,30.9,,
185,고산,2020-11,14.1,24.4,19.4,5.9,,
185,고산,2020-12,7.8,16,20.8,14,,
185,고산,2021-01,6.9,17.9,72,24.2,,
185,고산,2021-02,9,19.8,41.9,23.2,,
185,고산,2021-03,12,21,111.8,31.8,,
185,고산,2021-04,14.9,24.6,101.2,51.7,,
185,고산,2021-05,17.9,26.7,132.2,45.4,,
185,고산,2021-06,22.5,29.6,174.5,100.3,,
185,고산,2021-07,26.6,34.2,122.7,37,,
185,고산,2021-08,26.5,33.4,196.7,63.4,,
185,고산,2021-09,24.2,30.1,348,89.5,,
185,고산,2021-10,19.9,28.9,19.8,10.7,,
185,고산,2021-11,14.1,22.7,48.8,21.4,,
185,고산,2021-12,9.2,18,18.3,13.7,,
188,성산,2020-01,8.1,20.9,94.4,39.7,,
188,성산,2020-02,8.4,18.3,98.7,31.2,,
188,성산,2020-03,10.8,21.1,110.7,43,,
188,성산,2020-04,12.6,23.1,87,27.1,,
188,성산,2020-05,18.2,26.2,246.4,98.3,,
188,성산,2020-06,21.8,30.1,326.6,66.8,,
188,성산,2020-07,23.5,31.1,378.1,82.3,,
188,성산,2020-08,27.9,33.8,204.7,68.8,,
188,성산,2020-09,22.4,30.2,469.3,262.9,,
188,성산,2020-10,17.7,25.5,34.4,20.8,,
188,성산,2020-11,13.5,24,14.9,6.7,,
188,성산,2020-12,6.7,16.3,51,34.4,,
188,성산,2021-01,5.9,17.8,93.7,22.1,,
188,성산,2021-02,8.7,22.3,72.7,26.5,,
188,성산,2021-03,12.3,19.9,214.1,73.8,,
188,성산,2021-04,15.1,23.8,94.7,53,,
188,성산,2021-05,18.4,27.6,154.1,55.4,,
188,성산,2021-06,22.3,31.3,190.6,110.4,,
188,성산,2021-07,26.7,31.1,218.4,60.7,,
188,성산,2021-08,26.5,32.2,417.8,92.6,,
188,성산,2021-09,24.5,31.3,431.7,102.9,,
188,성산,2021-10,19.6,29.6,101.2,92.8,,
188,성산,2021-11,12.9,22.3,67,33.6,,
188,성산,2021-12,7.8,18.5,30.3,19.5,,
189,서귀포,2020-01,9.4,18.4,110.1,32.6,,
189,서귀포,2020-02,9.7,18.6,95.5,60.1,1.8,1.6
189,서귀포,2020-03,12.3,21.1,132.2,80.4,,
189,서귀포,2020-04,13.9,21,81.8,32.6,,
189,서귀포,2020-05,18.7,26.9,244,108.4,,
189,서귀포,2020-06,22.4,28.1,406.1,123.2,,
189,서귀포,2020-07,23.4,29.2,322,70.8,,
189,서귀포,2020-08,27.4,31.3,159.2,67.4,,
189,서귀포,2020-09,22.1,29.7,424.9,235,,
189,서귀포,2020-10,18.5,24.7,39.2,25,,
189,서귀포,2020-11,15.1,23.5,11.7,3.8,,
189,서귀포,2020-12,8.3,15.8,62.9,53.2,4,3.5
189,서귀포,2021-01,7.2,17.1,54.6,21.6,4,2.5
189,서귀포,2021-02,10.1,23.6,51.2,25,1.7,.9
189,서귀포,2021-03,13.3,20.9,156.3,35.2,,
189,서귀포,2021-04,16,23.7,182,117.9,,
189,서귀포,2021-05,19,27.9,159.2,52.6,,
189,서귀포,2021-06,22.8,29,200.8,92.8,,
189,서귀포,2021-07,26.6,32,218.4,88.1,,
189,서귀포,2021-08,26.3,32.9,318.4,69.9,,
189,서귀포,2021-09,24.3,29.5,692.4,219.7,,
189,서귀포,2021-10,20.4,28.7,33.4,26.7,,
189,서귀포,2021-11,14.2,22.3,55,36.7,,
189,서귀포,2021-12,9.3,18.6,14.5,11.7,1,1
192,진주,2020-01,3,17.3,105.7,40.3,,
192,진주,2020-02,4.5,19.2,46.1,20.8,,
192,진주,2020-03,8.7,22.6,41.1,18.6,,
192,진주,2020-04,11.4,24.2,67.9,30,,
192,진주,2020-05,18.2,28.9,110.1,45.9,,
192,진주,2020-06,23,33.1,234.2,92.6,,
192,진주,2020-07,22.7,31.3,587.5,121.1,,
192,진주,2020-08,27.3,35.7,356.7,107.5,,
192,진주,2020-09,20.7,30.6,200,50.5,,
192,진주,2020-10,14.5,26.3,28.6,27.6,,
192,진주,2020-11,9.1,23.6,25.6,20.4,,
192,진주,2020-12,1.3,13.4,9.2,5.3,,
192,진주,2021-01,.6,15.6,15.8,10.3,,
192,진주,2021-02,4.8,23.3,24.9,16,,
192,진주,2021-03,9.8,23.8,159.2,68.4,,
192,진주,2021-04,13.6,27.2,82.2,35.6,,
192,진주,2021-05,17.6,29.3,116.9,50.5,,
192,진주,2021-06,22.2,32,101.7,33.1,,
192,진주,2021-07,26.2,34,359.3,142.7,,
192,진주,2021-08,26,37.5,320.2,102.3,,
192,진주,2021-09,21.9,30,122.4,51.4,,
192,진주,2021-10,15.9,29.4,46.2,19.8,,
192,진주,2021-11,8.4,21.6,44.3,29.5,,
192,진주,2021-12,2.5,16,1.9,1.9,,
201,강화,2020-01,.7,10.6,63.4,51,,
201,강화,2020-02,1.5,14.7,43.1,15,,
201,강화,2020-03,6.4,20.3,6.7,5,,
201,강화,2020-04,9.9,20.6,10.5,6,,
201,강화,2020-05,16.1,27,124.2,54.8,,
201,강화,2020-06,21.2,31.7,152.4,78.8,,
201,강화,2020-07,22.5,30.4,285.9,106.1,,
201,강화,2020-08,25.3,34.2,479.4,133.6,,
201,강화,2020-09,20.2,29.2,215.6,70.5,,
201,강화,2020-10,13.2,23,3.4,3.3,,
201,강화,2020-11,6.9,21.1,45.1,16.2,,
201,강화,2020-12,-1.2,10.2,7.2,3.9,,
201,강화,2021-01,-3.3,12.2,14.1,8.1,,
201,강화,2021-02,1.3,15,11.8,8.4,,
201,강화,2021-03,6.9,20.7,102.4,55.6,,
201,강화,2021-04,12.4,25.5,107.7,49.5,,
201,강화,2021-05,15.7,27.8,240.9,76,,
201,강화,2021-06,20.7,29.9,61.3,19,,
201,강화,2021-07,26.1,34.8,83.9,63.1,,
201,강화,2021-08,24.5,32.6,152.6,46.8,,
201,강화,2021-09,21.3,29,135.8,79.6,,
201,강화,2021-10,14.4,26.8,49.5,20.8,,
201,강화,2021-11,7.1,20.3,46.6,22.8,,
201,강화,2021-12,-.1,11.6,7,3.2,,
202,양평,2020-01,1.1,12.2,64.1,57.1,,
202,양평,2020-02,2.3,15.3,50.1,18.6,,
202,양평,2020-03,7.6,20.9,15.7,8.1,,
202,양평,2020-04,10.8,24.9,17.4,11.5,,
202,양평,2020-05,17.8,28.5,102.8,40.8,,
202,양평,2020-06,23.5,35,102.1,39.7,,
202,양평,2020-07,23.4,31.9,183.9,73.7,,
202,양평,2020-08,25.6,34.2,624.1,116.1,,
202,양평,2020-09,19.9,28.9,139.4,37.1,,
202,양평,2020-10,12.5,23.6,4.2,4.1,,
202,양평,2020-11,7,19.9,58,40.1,,
202,양평,2020-12,-1.4,10.3,4.6,3.5,,
202,양평,2021-01,-3.3,13.2,24.3,7.4,,
202,양평,2021-02,2.1,20.2,6.8,2.2,,
202,양평,2021-03,8.6,23,105.9,72.2,,
202,양평,2021-04,13.6,28,96.2,47.9,,
202,양평,2021-05,16.2,29.7,148.7,49.1,,
202,양평,2021-06,22,31.5,68.8,17.3,,
202,양평,2021-07,26.3,34.9,127.3,43.2,,
202,양평,2021-08,24.5,34.2,190.6,62,,
202,양평,2021-09,21.1,29.1,148.9,38.8,,
202,양평,2021-10,14.3,28.1,38.3,11.6,,
202,양평,2021-11,7,21.5,55.9,26.9,,
202,양평,2021-12,-.2,12.8,7.2,2.3,,
203,이천,2020-01,.9,12.1,72.6,64,,
203,이천,2020-02,2,15.4,59.5,24,,
203,이천,2020-03,7.4,21.7,20.4,8.7,,
203,이천,2020-04,10.8,25.5,28.3,13.5,,
203,이천,2020-05,17.8,29.4,115.3,44.7,,
203,이천,2020-06,23.5,34.7,98.1,32.2,,
203,이천,2020-07,23.2,32.3,414,86.3,,
203,이천,2020-08,26.1,34.8,616.7,143.2,,
203,이천,2020-09,19.9,30,191.9,49,,
203,이천,2020-10,12.5,25.1,7.1,7.1,,
203,이천,2020-11,6.8,20,39.6,30.2,,
203,이천,2020-12,-1.5,11.1,5.3,3.7,,
203,이천,2021-01,-3.4,13.9,15.6,5.8,,
203,이천,2021-02,2,20.8,10.6,3.2,,
203,이천,2021-03,8.4,23.3,102.3,71.1,,
203,이천,2021-04,13.5,28.5,94.3,46.6,,
203,이천,2021-05,16.3,29.6,164.8,33.2,,
203,이천,2021-06,22.3,31.9,51.7,15.7,,
203,이천,2021-07,26.6,36,134.7,58.9,,
203,이천,2021-08,24.7,35.1,168.5,43.4,,
203,이천,2021-09,21,29.8,222.1,83.9,,
203,이천,2021-10,14.1,28.6,40.9,14.3,,
203,이천,2021-11,6.7,21.3,64.9,27.6,,
203,이천,2021-12,-.3,12.6,6.2,2.2,,
211,인제,2020-01,-.1,12.2,83.3,51.5,,
211,인제,2020-02,.8,15.9,43.6,25,,
211,인제,2020-03,5.8,23.5,17.6,5.5,,
211,인제,2020-04,9,23.1,33.9,12.5,,
211,인제,2020-05,16.6,29.7,140.8,43,,
211,인제,2020-06,22.6,35.1,58.5,37.2,,
211,인제,2020-07,22.1,31.7,123.8,31.7,,
211,인제,2020-08,24.9,33.2,668.8,135,,
211,인제,2020-09,18.5,30.2,193.5,67.1,,
211,인제,2020-10,11,23.4,.7,.7,,
211,인제,2020-11,5.8,19.7,59.8,49.8,,
211,인제,2020-12,-2.6,10.5,4.8,3.2,,
211,인제,2021-01,-4.5,13.2,11,2.9,,
211,인제,2021-02,1,18.9,4.6,1.8,,
211,인제,2021-03,6.7,22.7,87.8,62.2,,
211,인제,2021-04,11.7,28.8,101.6,46,,
211,인제,2021-05,15,30,172,70.3,,
211,인제,2021-06,20.7,32.9,62.1,22.2,,
211,인제,2021-07,25.7,36.8,118.9,36.4,,
211,인제,2021-08,23.3,33.8,154.1,30.2,,
211,인제,2021-09,19.7,28.8,84,29.6,,
211,인제,2021-10,12.7,27.7,66.4,24.7,,
211,인제,2021-11,5.8,20.6,54.7,25.7,,
211,인제,2021-12,-1,10.6,5.8,2.1,,
212,홍천,2020-01,-.2,12.2,61.1,53.5,,
212,홍천,2020-02,1.2,16.8,45,21,,
212,홍천,2020-03,6.8,23.5,17,11.5,,
212,홍천,2020-04,10.1,24.8,14.2,10,,
212,홍천,2020-05,17.2,29.8,105,39.1,,
212,홍천,2020-06,23.2,35.7,90.1,36.4,,
212,홍천,2020-07,22.8,32.7,213.9,61.6,,
212,홍천,2020-08,25.5,35.5,744.8,136.8,,
212,홍천,2020-09,18.9,30.2,136.3,37.9,,
212,홍천,2020-10,11.2,23.6,1.7,1.6,,
212,홍천,2020-11,5.6,20.8,50.6,38.3,,
212,홍천,2020-12,-3.3,10.4,6.1,4.6,,
212,홍천,2021-01,-4.8,12.6,16,4.9,,
212,홍천,2021-02,1.1,20.1,4.3,1.8,,
212,홍천,2021-03,7.4,23.2,111.1,82.7,,
212,홍천,2021-04,12.4,28.6,100.1,47.8,,
212,홍천,2021-05,15.6,29.9,175,68,,
212,홍천,2021-06,21.4,32,67.2,17.1,,
212,홍천,2021-07,26.3,36.9,105.6,38.1,,
212,홍천,2021-08,24,34.1,152.9,56.4,,
212,홍천,2021-09,20.4,29.4,122.7,33.1,,
212,홍천,2021-10,13.1,28.5,41.2,11.2,,
212,홍천,2021-11,5.7,20.7,50.7,23.6,,
212,홍천,2021-12,-1.6,10.8,3.5,1.2,,
216,태백,2020-01,-1.3,12.2,79.4,30,,
216,태백,2020-02,-.6,13.8,36.1,23.6,,
216,태백,2020-03,4.2,21.5,24.8,15.6,,
216,태백,2020-04,6.7,23.3,46.4,23.3,,
216,태백,2020-05,14.8,27.5,102.4,31.7,,
216,태백,2020-06,20.6,34.9,85.5,49.7,,
216,태백,2020-07,18.9,29.1,329.3,79.9,,
216,태백,2020-08,23.3,32.8,293.5,60.7,,
216,태백,2020-09,15.8,27.3,494.4,158.5,,
216,태백,2020-10,9.8,21.1,1.5,1.4,,
216,태백,2020-11,5.6,18.7,33,31.5,,
216,태백,2020-12,-2.6,8.7,3.8,3.8,,
216,태백,2021-01,-4.4,8.8,5.6,1.5,,
216,태백,2021-02,.6,16.8,2,1.4,,
216,태백,2021-03,5.3,18.8,99.3,59.7,,
216,태백,2021-04,9.3,23.6,112,45.4,,
216,태백,2021-05,13.5,26.6,154.5,74.9,,
216,태백,2021-06,17.9,28.3,88.1,24.5,,
216,태백,2021-07,22.2,32.2,147,41.4,,
216,태백,2021-08,20.4,32.5,324,39.6,,
216,태백,2021-09,16.6,27.6,161.8,75.4,,
216,태백,2021-10,11,26.9,79.8,24.2,,
216,태백,2021-11,4.3,15.8,31.6,17.4,,
216,태백,2021-12,-2.2,11.7,1.7,1.7,,
217,정선군,2020-01,-.5,12.4,91,60.5,,
217,정선군,2020-02,.9,15.9,62.1,32,,
217,정선군,2020-03,6.1,23.5,24.1,10.5,,
217,정선군,2020-04,8.8,24.9,34.5,10.5,,
217,정선군,2020-05,16.5,29.1,107.5,32.5,,
217,정선군,2020-06,22.3,36,56.4,26,,
217,정선군,2020-07,21.8,32.2,225.7,51.5,,
217,정선군,2020-08,24.5,34.1,466.6,66,,
217,정선군,2020-09,18.1,28.7,182.7,43.5,,
217,정선군,2020-10,11.2,25.1,8,7.5,,
217,정선군,2020-11,5.9,21.2,38,29.5,,
217,정선군,2020-12,-3.1,9.9,8.8,8,,
217,정선군,2021-01,-4.3,11.8,14.5,3.8,,
217,정선군,2021-02,1.1,19.2,9.2,6.9,,
217,정선군,2021-03,7,22.8,115.8,81.8,,
217,정선군,2021-04,11.6,29.4,109.2,53.2,,
217,정선군,2021-05,14.9,30.4,161.9,80.7,,
217,정선군,2021-06,20.6,32.7,89,17,,
217,정선군,2021-07,25.2,35.2,157.1,42.4,,
217,정선군,2021-08,23.1,34.3,196.2,33.6,,
217,정선군,2021-09,19.5,30.5,177.1,66.6,,
217,정선군,2021-10,12.9,28,37,9.3,,
217,정선군,2021-11,5.6,19.9,40.8,19.1,,
217,정선군,2021-12,-.9,10.5,4.3,2.2,,
221,제천,2020-01,-.6,11.3,68.1,56.6,,
221,제천,2020-02,.8,14.9,57.4,20.9,,
221,제천,2020-03,6,22.5,14.4,8.3,,
221,제천,2020-04,9.1,24.6,28.9,14.1,,
221,제천,2020-05,16.7,28.5,130.1,47.9,,
221,제천,2020-06,22.3,33.9,78.6,18.8,,
221,제천,2020-07,22.2,31.2,317.5,105.6,,
221,제천,2020-08,24.8,33.4,685.8,259,,
221,제천,2020-09,18.1,28.3,134.1,39.7,,
221,제천,2020-10,10.6,23.5,12.4,12.2,,
221,제천,2020-11,5.4,20.5,13.4,6.8,,
221,제천,2020-12,-3.9,10,11.1,10.1,,
221,제천,2021-01,-4.6,12.3,18.2,6.1,,
221,제천,2021-02,.7,20.5,12.2,8.4,,
221,제천,2021-03,6.8,22,100.1,60.5,,
221,제천,2021-04,11.8,27.7,104,51.2,,
221,제천,2021-05,14.9,29.8,157.8,55.8,,
221,제천,2021-06,21,31.4,81.6,23.6,,
221,제천,2021-07,25.1,34,223.1,61.3,,
221,제천,2021-08,23.1,33.5,174.9,28,,
221,제천,2021-09,19.6,28.4,209.2,63.7,,
221,제천,2021-10,12.3,28.2,26.6,9.5,,
221,제천,2021-11,5.1,19.5,48,23.9,,
221,제천,2021-12,-1.6,11,6.5,3.8,,
226,보은,2020-01,1,12.1,71.8,47.3,,
226,보은,2020-02,1.8,14.8,80.8,45.6,,
226,보은,2020-03,6.4,22.2,23.6,10.8,,
226,보은,2020-04,9.5,25.5,35.9,19.8,,
226,보은,2020-05,17.3,29,89.1,33.1,,
226,보은,2020-06,22.5,33,171.2,52.8,,
226,보은,2020-07,22.3,30.2,500.8,131.5,,
226,보은,2020-08,25.4,33.5,587.8,93.1,,
226,보은,2020-09,18.7,28.6,162.2,53.8,,
226,보은,2020-10,11.3,23.9,3,1.8,,
226,보은,2020-11,6.5,21.6,37,22.3,,
226,보은,2020-12,-2,11.6,5.6,2.2,,
226,보은,2021-01,-3.1,12.8,19.8,5.6,,
226,보은,2021-02,1.8,21.9,14.1,7.1,,
226,보은,2021-03,7.7,23.2,93,52.5,,
226,보은,2021-04,12.7,28.8,52.5,19.2,,
226,보은,2021-05,15.7,29.8,154.5,50.7,,
226,보은,2021-06,21.3,31.3,76.8,26.5,,
226,보은,2021-07,25.4,34.2,163.9,48.6,,
226,보은,2021-08,23.8,33.9,275.8,52.4,,
226,보은,2021-09,20.2,29,162.2,52.8,,
226,보은,2021-10,13.1,29.5,33.8,12.8,,
226,보은,2021-11,6.3,19.9,44.9,17.9,,
226,보은,2021-12,-.1,12.8,6.4,2.1,,
232,천안,2020-01,1.3,13.7,59.7,44,,
232,천안,2020-02,1.9,16,63.1,35.5,,
232,천안,2020-03,6.8,22.2,21.7,12.9,,
232,천안,2020-04,10.2,25.7,15.1,12,,
232,천안,2020-05,17.4,29.1,86.4,37.5,,
232,천안,2020-06,22.6,32.9,121.9,45.7,,
232,천안,2020-07,22.8,30.6,356.4,71.3,,
232,천안,2020-08,26,34.1,481.7,182.9,,
232,천안,2020-09,19.6,30.3,167.2,56.6,,
232,천안,2020-10,12.2,24.2,18.9,18.1,,
232,천안,2020-11,7,20.6,45.9,28.8,,
232,천안,2020-12,-1.1,11.4,5.5,3.4,,
232,천안,2021-01,-2.8,13,17.8,7.9,,
232,천안,2021-02,2.1,22.2,9.2,5.6,,
232,천안,2021-03,8,23.2,75.3,55.8,,
232,천안,2021-04,13,28.7,54.7,35,,
232,천안,2021-05,15.9,29.7,135.9,27.7,,
232,천안,2021-06,21.8,32,44.8,18.7,,
232,천안,2021-07,26.2,34.6,117.6,43.4,,
232,천안,2021-08,24.3,33.8,230,68.4,,
232,천안,2021-09,20.9,28.9,250.8,117.1,,
232,천안,2021-10,14,28.7,49.5,13.4,,
232,천안,2021-11,6.9,21.1,67.9,26.5,,
232,천안,2021-12,.2,12.9,5.4,2,,
235,보령,2020-01,3,15.1,49.4,34.7,,
235,보령,2020-02,3.4,18.1,75.3,41.5,,
235,보령,2020-03,6.9,19,22.8,12.2,,
235,보령,2020-04,9.5,20.9,16.5,11.4,,
235,보령,2020-05,16.9,28.4,92.4,26.9,,
235,보령,2020-06,21.6,32.2,139.7,55.3,,
235,보령,2020-07,22.9,30.6,345.9,96.7,,
235,보령,2020-08,26.6,34.5,321.5,65.5,,
235,보령,2020-09,21,30.3,177.1,93,,
235,보령,2020-10,14.4,23.3,16.2,12.1,,
235,보령,2020-11,9.2,22.2,35.4,15.9,,
235,보령,2020-12,1.6,12,9.7,2,,
235,보령,2021-01,-.2,13.6,32,9,,
235,보령,2021-02,3.5,16.7,18.7,8.7,,
235,보령,2021-03,7.8,21.7,76.1,55.6,,
235,보령,2021-04,12.9,26,43.4,22.8,,
235,보령,2021-05,16.2,27.9,110,29.3,,
235,보령,2021-06,21.7,29.8,55,18.2,,
235,보령,2021-07,26.5,34.5,131.3,36.5,,
235,보령,2021-08,25.5,32.8,253.7,95,,
235,보령,2021-09,22.5,29.6,215.9,72.5,,
235,보령,2021-10,16.1,29.6,39.6,14.1,,
235,보령,2021-11,9.8,22.3,117.8,37.9,,
235,보령,2021-12,3.1,13.7,14.4,3.5,,
236,부여,2020-01,2.1,14.2,79.6,55.5,,
236,부여,2020-02,2.7,16.1,92.4,57.8,,
236,부여,2020-03,7.2,21.3,19.3,11.4,,
236,부여,2020-04,9.9,26,17.7,10.8,,
236,부여,2020-05,17.8,28.7,108.5,34.3,,
236,부여,2020-06,22.9,34.1,188.4,71.6,,
236,부여,2020-07,23.3,31.8,492.6,123.9,,
236,부여,2020-08,26.8,34.8,367.8,53.1,,
236,부여,2020-09,20.5,31.4,208.9,65.8,,
236,부여,2020-10,13.1,24.7,4.4,3.3,,
236,부여,2020-11,7.7,21.3,41.8,22.8,,
236,부여,2020-12,-.2,12.6,3.4,2.2,,
236,부여,2021-01,-1.9,15.3,32.1,9.1,,
236,부여,2021-02,2.9,20.6,18.1,7.5,,
236,부여,2021-03,8.5,24,95.7,54.4,,
236,부여,2021-04,13.5,28.8,42.3,20.5,,
236,부여,2021-05,16.6,31.4,136.9,39.1,,
236,부여,2021-06,22.3,33,76.9,18.7,,
236,부여,2021-07,26.6,34.8,187.7,55.3,,
236,부여,2021-08,25.2,34.9,227.6,48,,
236,부여,2021-09,21.8,29.8,187.1,47.4,,
236,부여,2021-10,14.7,30.3,36.9,14,,
236,부여,2021-11,7.7,22.1,73.4,31.1,,
236,부여,2021-12,1.2,13.8,8.7,2.6,,
238,금산,2020-01,1.5,16.4,80.8,44.5,,
238,금산,2020-02,2.5,17.4,83.9,51.6,,
238,금산,2020-03,7.3,23.9,20.5,10.1,,
238,금산,2020-04,10,26.7,35.6,18.5,,
238,금산,2020-05,17.8,29.9,80.5,21.1,,
238,금산,2020-06,22.9,34.4,234,95.4,,
238,금산,2020-07,22.7,31.1,628,158.3,,
238,금산,2020-08,26.6,34.2,373.4,69.7,,
238,금산,2020-09,19.7,30.6,167.2,58.3,,
238,금산,2020-10,12.4,25.5,4.1,1.5,,
238,금산,2020-11,7.1,22.2,41.9,23.6,,
238,금산,2020-12,-1,13,8.3,5.2,,
238,금산,2021-01,-2,14.4,23.5,6.1,,
238,금산,2021-02,2.9,22.1,19.3,8.6,,
238,금산,2021-03,8.4,23.6,88,35.7,,
238,금산,2021-04,13.3,29.3,39.3,17.5,,
238,금산,2021-05,16.5,29.9,162.7,51.4,,
238,금산,2021-06,22.1,32.7,105.6,28.8,,
238,금산,2021-07,26.1,35.1,300.8,85.4,,
238,금산,2021-08,24.4,34.2,297.2,94.3,,
238,금산,2021-09,21.1,30.2,151.9,42.5,,
238,금산,2021-10,13.8,31.1,44,11,,
238,금산,2021-11,7.1,21.2,50.7,25.2,,
238,금산,2021-12,.9,13.1,7.1,1.8,,
239,세종,2020-01,2.1,14.3,81.3,63.3,,
239,세종,2020-02,2.9,15.4,89.7,54.5,,
239,세종,2020-03,7.8,21.9,22.6,15,,
239,세종,2020-04,10.8,25.9,17.6,11.5,,
